Name	Kind	Camp	Series	Treasure	HeadImage	ClientOnly	CorpseIdx	RedLum	GreenLum	BlueLum	NpcResType	ArmorType	HelmType	WeaponType	HorseType	RideHorse	StandFrame	StandFrame1	DeathFrame	WalkFrame	RunFrame	HurtFrame	Skill1	Level1	Skill2	Level2	Skill3	Level3	Skill4	Level4	AuraSkill	AuraSkillLevel	PassSkill	PassSkillLevel	ActionScript	LevelScript	ExpParam	ExpParam1	ExpParam2	ExpParam3	LifeParam	LifeParam1	LifeParam2	LifeParam3	LifeReplenish	ARParam	ARParam1	ARParam2	ARParam3	DefenseParam	DefenseParam1	DefenseParam2	DefenseParam3	MinDamageParam	MinDamageParam1	MinDamageParam2	MinDamageParam3	MaxDamageParam	MaxDamageParam1	MaxDamageParam2	MaxDamageParam3	WalkSpeed	RunSpeed	AttackSpeed	CastSpeed	VisionRadius	HitRecover	ActiveRadius	AIMode	AIParam1	AIParam2	AIParam3	AIParam4	AIParam5	AIParam6	AIParam7	AIParam8	AIParam9	FireResist	ColdResist	LightResist	PoisonResist	PhysicsResist	FireResistMax	ColdResistMax	LightResistMax	PoisonResistMax	PhysicsResistMax	ReviveFrame	Stature	DropRateFile	AIMaxTime	QuestTask
VÖ sÜ 	3	6	2	0							passerby200	0	0	0	0	0	24	40																																																																											
Si T¨ng	3	6	2	0							enemy039	0	0	0	0	0	24	40																																																																											
TiÔn §Çu	3	6	2	0							enemy026	0	0	0	0	0	24	40																																																																											
Ng¹o V©n T«ng 	3	6	2	0			417				enemy202	0	0	0	0	0	36	40																																																																											
LiÔu Nam V©n 	3	6	2	0			418				enemy203	0	0	0	0	0	36	40																																																																											
Hçn Hçn	3	6	2	0							enemy157	0	0	0	0	0	36	40																																																																											
Long Ngò	3	6	2	0							enemy199	0	0	0	0	0	36	40																																																																											
Boss Long Ngò 	0	5	4	2			414				enemy199	0	0	0	0	0	36	40																																																																											
ThiÕu L©m Kh«ng TÞch 	3	6	2	0							enemy200	0	0	0	0	0	36	40																																																																											
Boss Kh«ng TÞch 	0	5	4	0			415				enemy200	0	0	0	0	0	36	40																																																																											
Nam Cung Phi	0	5	4	0			416				enemy201	0	0	0	0	0	36	40																																																																											
TÒ Tøc Phong 	0	5	4	0			186				enemy077	0	0	0	0	0	36	40																																																																											
Lé Tr­êng Thiªn 	0	5	4	0			202				enemy093	0	0	0	0	0	36	40																																																																											
Lôc l©m	0	5	4	0			181				enemy072	0	0	0	0	0	36	40																																																																											
Phan Nh­ Long 	0	5	4	0			160				enemy051	0	0	0	0	0	36	40																																																																											
Du T­¬ng T©n 	0	5	4	0			204				enemy095	0	0	0	0	0	36	40																																																																											
M«ng Cæ Vâ sÜ 	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
Thñy TÆc 	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
Hµ Hoa §¹o	0	5	4	0			168				enemy059	0	0	0	0	0	36	40																																																																											
Long Truy Vò 	0	5	4	0			200				enemy091	0	0	0	0	0	36	40																																																																											
Hµn Ng­ ¤ng 	3	6	2	2			219				enemy110	0	0	0	0	0	20	20																																																																											
Boss Ninh t­íng qu©n	0	5	2	0			126				enemy017	0	0	0	0	0	30	30																																																																											
Boss L­ ThiÖn T­îng	0	5	4	0			155				enemy127	0	0	0	0	0	31	31																																																																											
Boss Tõ Tù Lùc 	0	5	2	0			113				enemy004	0	0	0	0	0	28	28																																																																											
Boss Hµn Ng­ ¤ng 	0	5	3	0			219				enemy110	0	0	0	0	0	20	20																																																																											
Tèng binh	0	1	2	0			143				enemy034	0	0	0	0	0	24	46																																																																											
Tèng HiÖu óy	0	1	2	0			138				enemy029	0	0	0	0	0	33	36																																																																											
Tèng Thèng lÜnh	0	1	2	0			135				enemy026	0	0	0	0	0	25	31																																																																											
Tèng Phã t­íng	0	1	2	0			130				enemy021	0	0	0	0	0	24	26																																																																											
Tèng §¹i t­íng	0	1	2	0			126				enemy017	0	0	0	0	0	30	30																																																																											
Tèng Nguyªn So¸i	0	1	2	0			113				enemy004	0	0	0	0	0	28	28																																																																											
Kim binh	0	2	2	0			137				enemy028	0	0	0	0	0	24	28																																																																											
Kim HiÖu óy	0	2	2	0			140				enemy031	0	0	0	0	0	28	33																																																																											
Kim Thèng LÜnh	0	2	2	0			145				enemy036	0	0	0	0	0	24	43																																																																											
Kim Phã t­íng	0	2	2	0			133				enemy024	0	0	0	0	0	24	40																																																																											
Kim §¹i t­íng	0	2	2	0			132				enemy023	0	0	0	0	0	32	55																																																																											
Kim Nguyªn So¸i	0	2	2	0			115				enemy006	0	0	0	0	0	24	27																																																																											
Boss Liªu §Þnh	0	5	0	0			421				enemy206	0	0	0	0	0	30	30																																																																											
Danh hiÖu_ N÷ 	0	5	2	0			422				enemy207	0	0	0	0	0	30	30																																																																											
Danh hiÖu_ Nam	0	5	2	0			423				enemy208	0	0	0	0	0	30	30																																																																											
Th¸c B¹t Hoµi Xuyªn	3	6	2	0							enemy052	0	0	0	0	0	36	40																																																																											
L­u UÈn Cæ 	3	6	2	0							enemy045	0	0	0	0	0	36	40																																																																											
Thi Nghi Sinh	0	5	0	0			112				enemy003	0	0	0	0	0	30	30																																																																											
ChÝnh Vâ SÜ 	0	5	0	0			185				enemy076	0	0	0	0	0	30	30																																																																											
NguyÔn Minh ViÔn	0	5	0	0			256				enemy147	0	0	0	0	0	30	30																																																																											
ThÞnh Do·n	0	5	0	0			130				enemy021	0	0	0	0	0	30	30																																																																											
Phi Sa	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
TÈu Th¹ch	0	5	0	3			187				enemy078	0	0	0	0	0	30	30																																																																											
Sa §¹o	0	5	0	3			243				enemy134	0	0	0	0	0	30	30																																																																											
M¹c TÆc	0	5	0	3			238				enemy129	0	0	0	0	0	30	30																																																																											
ThÇn Tý Phong L¨ng §é	0	5	0	2			137				enemy028	0	0	0	0	0	30	30																																																																											
L·nh Th­¬ng Phong L¨ng §é	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
LiÖt Kh«ng M¹c B¾c Th¶o Nguyªn 	0	5	0	4			256				enemy147	0	0	0	0	0	30	30																																																																											
Kinh Phong M¹c B¾c Th¶o Nguyªn 	0	5	0	4			133				enemy024	0	0	0	0	0	30	30																																																																											
Phôc Ba Kim s¬n  ®¶o 	0	5	0	4			420				enemy205	0	0	0	0	0	30	30																																																																											
Ph¸ Lang Kim s¬n  ®¶o 	0	5	0	4			157				enemy048	0	0	0	0	0	30	30																																																																											
Thõa Phong Kim s¬n  ®¶o 	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
Th¸i C«ng C«ng	3	6	2	0							passerby059	0	0	0	0	0	36	40																																																																											
Phã L«i Th­ 	3	6	2	0							passerby192	0	0	0	0	0	36	40																																																																											
H¹ HÇu Phôc	0	5	0	0			159				enemy050	0	0	0	0	0	30	30																																																																											
TiÕu V« Th­êng 	0	5	0	0			160				enemy051	0	0	0	0	0	30	30																																																																											
§oan Méc Thanh	3	6	2	0							enemy062	0	0	0	0	0	36	40																																																																											
Tiªu s­ 	3	6	2	0							enemy088	0	0	0	0	0	36	40																																																																											
Lôc Phi 	0	5	0	0			198				enemy089	0	0	0	0	0	30	30																																																																											
§å §¹i nh©n	0	5	0	0			202				enemy093	0	0	0	0	0	30	30																																																																											
TiÓu Kú Nhi 	0	5	0	0			252				enemy143	0	0	0	0	0	30	30																																																																											
Tµng B¶o kh¸ch	0	5	0	3			194				enemy085	0	0	0	0	0	30	30																																																																											
Thñy tÆc 	0	5	4	2			420				enemy205	0	0	0	0	0	36	40																																																																											
Boss Thñy tÆc ®Çu lÜnh 	0	5	2	24			420				enemy205	0	0	0	0	0	36	40																																																																											
§Çu «ng ®Þa	0	5	2	2							npc050111001	0	0	0	0	0	35	36																																																																											
Nam S­ 	0	5	2	2							npc050111002	0	0	0	0	0	35	36																																																																											
B¾c S­ 	0	5	2	2							npc050111003	0	0	0	0	0	35	36																																																																											
Long Ch©u	0	5	2	2							npc050111004	0	0	0	0	0	35	36																																																																											
§Çu Rång	0	5	2	2							npc050111005	0	0	0	0	0	35	36																																																																											
Th©n Rång	0	5	2	2							npc050111006	0	0	0	0	0	35	36																																																																											
§u«i Rång	0	5	2	2							npc050111007	0	0	0	0	0	35	36																																																																											
CÈm Kª ®¨ng	3	6	0								npc050111008	0	0	0	0	0	38	20																																																																											
B¸t tiªn qu¸ h¶i	3	6	0								npc050111009	0	0	0	0	0	38	20																																																																											
H»ng Nga B«n NguyÖt	3	6	0								npc050111010	0	0	0	0	0	38	20																																																																											
®Ìn Hoa Sen	3	6	0								npc050111011	0	0	0	0	0	38	20																																																																											
®Ìn Hång	3	6	0								npc050111012	0	0	0	0	0	38	20																																																																											
¸c lang 	0	5	0	0			53				ani011	0	0	0	0	0	10	28																																																																											
Ch­a dïng	0	5	0	24			165				boss024	0	0	0	0	0	37	38																																																																											
HuyÒn Gi¸c §¹i S­	0	5	0	24			165				boss003	0	0	0	0	0	37	38																																																																											
§­êng BÊt NhiÔm	0	5	1	24			263				boss019	0	0	0	0	0	28	30																																																																											
B¹ch Doanh Doanh	0	5	1	24			165				boss007	0	0	0	0	0	37	38																																																																											
Ch­a dïng	0	5	2	24			165				boss004	0	0	0	0	0	37	38																																																																											
Yªn HiÓu Tr¸i	0	5	2	24			165				boss023	0	0	0	0	0	37	38																																																																											
Hµ Nh©n Ng·	0	5	3	24			165				boss013	0	0	0	0	0	37	38																																																																											
Ch­a dïng	0	5	4	24			165				boss022	0	0	0	0	0	37	38																																																																											
TuyÒn C¬ Tö	0	5	4	24			165				boss017	0	0	0	0	0	37	38																																																																											
Ch­a dïng	0	5	0	24			165				boss009	0	0	0	0	0	37	38																																																																											
Ngäc Thè 	3	6	0	0							critter016	0	0	0	0	0	185	185																																																																											
NguyÖt Thè 	3	6	0	0							enemy115	0	0	0	0	0	185	185																																																																											
V­¬ng T¸	0	5	0	24			165				boss024	0	0	0	0	0	37	38																																																																											
HuyÒn Gi¸c §¹i S­	0	5	0	24			165				boss003	0	0	0	0	0	37	38																																																																											
§­êng BÊt NhiÔm	0	5	1	24			263				boss019	0	0	0	0	0	28	30																																																																											
Lam Y Y	0	5	1	24			165				boss008	0	0	0	0	0	37	38																																																																											
Hµ Linh Phiªu	0	5	2	24			165				boss002	0	0	0	0	0	37	38																																																																											
Chung Linh Tó	0	5	2	24			165				boss005	0	0	0	0	0	37	38																																																																											
§o¹n Méc DuÖ	0	5	3	24			165				boss015	0	0	0	0	0	37	38																																																																											
Hµ Nh©n Ng·	0	5	3	24			165				boss013	0	0	0	0	0	37	38																																																																											
§¬n Tö Nam	0	5	4	24			165				boss022	0	0	0	0	0	37	38																																																																											
TuyÒn C¬ Tö	0	5	4	24			165				boss017	0	0	0	0	0	37	38																																																																											
NhiÖm vô s¸t thñ cÊp 20	0	5	0	8			160				enemy051	0	0	0	0	0	27	28																																																																											
NhiÖm vô s¸t thñ cÊp 30	0	5	0	8			160				enemy051	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 40	0	5	0	8			160				enemy051	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 50	0	5	0	8			160				enemy051	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 60	0	5	0	8			160				enemy051	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 70	0	5	0	8			160				enemy051	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 80	0	5	0	8			160				enemy051	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 90	0	5	0	8			160				enemy051	0	0	0	0	0	27	29																																																																											
NhiÕp ThÝ TrÇn	3	6	0								enemy154	0	0	0	0	0	17	33																																																																											
NhiÖm vô s¸t thñ cÊp 201	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 202	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 203	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 301	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 302	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 303	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 304	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 401	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 402	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 403	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 404	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 405	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 501	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 502	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 503	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 504	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 505	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 506	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 601	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 602	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 603	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 604	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 605	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 606	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 607	0	5	0	8			157				enemy048	0	0	0	0	0	27	29																																																																											
NhiÖm vô s¸t thñ cÊp 701	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 702	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 703	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 704	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 705	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 706	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 707	0	5	0	8			157				enemy048	0	0	0	0	0	27	29																																																																											
NhiÖm vô s¸t thñ cÊp 708	0	5	0	8			191				enemy082	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 801	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 802	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 803	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 804	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 805	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 806	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 807	0	5	0	8			157				enemy048	0	0	0	0	0	27	29																																																																											
NhiÖm vô s¸t thñ cÊp 808	0	5	0	8			191				enemy082	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 809	0	5	0	8			159				enemy050	0	0	0	0	0	36	40																																																																											
NhiÖm vô s¸t thñ cÊp 901	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
NhiÖm vô s¸t thñ cÊp 902	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 903	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
NhiÖm vô s¸t thñ cÊp 904	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
NhiÖm vô s¸t thñ cÊp 905	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
NhiÖm vô s¸t thñ cÊp 906	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
NhiÖm vô s¸t thñ cÊp 907	0	5	0	8			157				enemy048	0	0	0	0	0	27	29																																																																											
NhiÖm vô s¸t thñ cÊp 908	0	5	0	8			191				enemy082	0	0	0	0	0	35	28																																																																											
NhiÖm vô s¸t thñ cÊp 909	0	5	0	8			159				enemy050	0	0	0	0	0	36	40																																																																											
Phong Kú tiªu chÝ 	3	6	2	0							passerby201	0	0	0	0	0	36	40																																																																											
C¸nh tr¾ng	3	6	2	0							boss010	0	0	0	0	0	33	38																																																																											
Phong Kú TiÓu qu¸i 6079	0	5	0	0			238				enemy129	0	0	0	0	0	33	38																																																																											
Phong Kú §iÓm qu¸i 6079	0	5	0	0			212				enemy103	0	0	0	0	0	33	38																																																																											
Phong Kú XuÊt qu¸i 6079	0	5	0	0			218				enemy109	0	0	0	0	0	33	38																																																																											
Phong Kú TiÓu qu¸i 8089	0	5	0	0			238				enemy129	0	0	0	0	0	33	38																																																																											
Phong Kú §iÓm qu¸i 8089	0	5	0	0			212				enemy103	0	0	0	0	0	33	38																																																																											
Phong Kú XuÊt qu¸i 8089	0	5	0	0			218				enemy109	0	0	0	0	0	33	38																																																																											
Phong Kú TiÓu qu¸i 90	0	5	0	0			238				enemy129	0	0	0	0	0	33	38																																																																											
Phong Kú §iÓm qu¸i 90	0	5	0	0			212				enemy103	0	0	0	0	0	33	38																																																																											
Phong Kú XuÊt qu¸i 90	0	5	0	0			218				enemy109	0	0	0	0	0	33	38																																																																											
N¹p Lan Thanh Thµnh	3	6	2	0							boss019	0	0	0	0	0	36	40																																																																											
ThÇn miÕu ®ao yªu 6079	0	5	0	0			234				enemy125	0	0	0	0	0	33	38																																																																											
§ao yªu huynh  ®Ö 6079	0	5	0	0			179				enemy070	0	0	0	0	0	33	38																																																																											
ThÇn miÕu ®ao thñ 6079	0	5	0	0			236				enemy127	0	0	0	0	0	33	38																																																																											
ThÇn miÕu ®ao yªu 8089	0	5	0	0			234				enemy125	0	0	0	0	0	33	38																																																																											
§ao yªu huynh ®Ö 8089	0	5	0	0			179				enemy070	0	0	0	0	0	33	38																																																																											
ThÇn miÕu ®ao thñ 8089	0	5	0	0			236				enemy127	0	0	0	0	0	33	38																																																																											
ThÇn miÕu ®ao yªu 90	0	5	0	0			234				enemy125	0	0	0	0	0	33	38																																																																											
§ao yªu huynh ®Ö 90	0	5	0	0			179				enemy070	0	0	0	0	0	33	38																																																																											
ThÇn miÕu ®ao thñ 90	0	5	0	0			236				enemy127	0	0	0	0	0	33	38																																																																											
Thiªn B¶o tuÇn thñ 	3	6	2	0							boss011	0	0	0	0	0	36	40																																																																											
ThiÕu n÷ bÞ giam	3	6	2	0							boss008	0	0	0	0	0	36	40																																																																											
B¶o r­¬ng 	3	6	2	0							passerby202	0	0	0	0	0	36	40																																																																											
Thiªn B¶o Hé thñ 6079	0	5	0	0			198				enemy089	0	0	0	0	0	33	38																																																																											
Thiªn b¶o ®¹o tÆc 6079	0	5	0	0			231				enemy122	0	0	0	0	0	33	38																																																																											
Thiªn B¶o Hé thñ 8089	0	5	0	0			198				enemy089	0	0	0	0	0	33	38																																																																											
Thiªn b¶o ®¹o tÆc 8089	0	5	0	0			231				enemy122	0	0	0	0	0	33	38																																																																											
Thiªn B¶o Hé thñ 90	0	5	0	0			198				enemy089	0	0	0	0	0	33	38																																																																											
Thiªn b¶o ®¹o tÆc 90	0	5	0	0			231				enemy122	0	0	0	0	0	33	38																																																																											
TiÓu Boss cÊp 20	0	5	0	8			216				enemy107	0	0	0	0	0	32	32																																																																											
TiÓu Boss cÊp 30	0	5	0	8			190				enemy081	0	0	0	0	0	35	28																																																																											
TiÓu Boss cÊp 40	0	5	0	8			218				enemy109	0	0	0	0	0	30	35																																																																											
TiÓu Boss cÊp 50	0	5	0	8			235				enemy126	0	0	0	0	0	36	27																																																																											
TiÓu Boss cÊp 60	0	5	0	8			198				enemy089	0	0	0	0	0	40	39																																																																											
TiÓu Boss cÊp 70	0	5	0	8			179				enemy070	0	0	0	0	0	26	31																																																																											
TiÓu Boss cÊp 80	0	5	0	8			157				enemy048	0	0	0	0	0	27	29																																																																											
TiÓu Boss cÊp 90	0	5	0	8			191				enemy082	0	0	0	0	0	35	28																																																																											
B¹ch hæ d­íi cÊp 50	0	5	2	1			45				ani003	0	0	0	0	0	24	26																																																																											
B¹ch hæ  cÊp 60	0	5	2	1			45				ani003	0	0	0	0	0	24	26																																																																											
B¹ch hæ cÊp 70	0	5	2	1			45				ani003	0	0	0	0	0	24	26																																																																											
B¹ch hæ cÊp 80	0	5	2	1			45				ani003	0	0	0	0	0	24	26																																																																											
B¹ch hæ cÊp 90	0	5	2	1			45				ani003	0	0	0	0	0	24	26																																																																											
H¾c DiÖp HÇu  d­íi 50	0	5	2	1			97				ani055	0	0	0	0	0	30	31																																																																											
H¾c DiÖp HÇu  cÊp 60	0	5	2	1			97				ani055	0	0	0	0	0	30	31																																																																											
H¾c DiÖp HÇu cÊp 70	0	5	2	1			97				ani055	0	0	0	0	0	30	31																																																																											
H¾c DiÖp HÇu cÊp 80	0	5	2	1			97				ani055	0	0	0	0	0	30	31																																																																											
H¾c DiÖp HÇu cÊp 90	0	5	2	1			97				ani055	0	0	0	0	0	30	31																																																																											
s¬n  tÆc d­íi cÊp 50	0	5	0	2			255				enemy146	0	0	0	0	0	36	36																																																																											
s¬n  tÆc  cÊp 60	0	5	0	2			255				enemy146	0	0	0	0	0	36	36																																																																											
s¬n  tÆc cÊp 70	0	5	0	2			255				enemy146	0	0	0	0	0	36	36																																																																											
s¬n  tÆc cÊp 80	0	5	0	2			255				enemy146	0	0	0	0	0	36	36																																																																											
s¬n  tÆc cÊp 90	0	5	0	2			255				enemy146	0	0	0	0	0	36	36																																																																											
Cæ B¸ch	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
HuyÒn Gi¸c	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
§­êng BÊt NhiÔm	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
B¹ch Doanh Doanh	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
Hµ Linh Phiªu	0	5	4	4			420				enemy205	0	0	0	0	0	36	40																																																																											
Yªn HiÓu Tr¸i	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
Hµ Nh©n Ng·	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
Gia LuËt Tþ Ly	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
§¹o Thanh Ch©n Nh©n	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
TuyÒn C¬ Tö	0	5	0	3			192				enemy083	0	0	0	0	0	30	30																																																																											
VÖ Binh Thµnh M«n	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
Nha M«n	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
L·nh Th­¬ng cÊp 70	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
L·nh Th­¬ng cÊp 80	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
L·nh Th­¬ng cÊp 90	0	5	0	2			145				enemy036	0	0	0	0	0	30	30																																																																											
Ng©n Nhacd­íi cÊp 50	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
Ng©n Nha cÊp 60	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
Ng©n Nha cÊp 70	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
Ng©n Nha cÊp 80	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
Ng©n Nha cÊp 90	0	5	0	2			132				enemy023	0	0	0	0	0	36	36																																																																											
Thõa Phong d­íi cÊp 50	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
Thõa Phong  cÊp 60	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
Thõa Phong cÊp 70	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
Thõa Phong cÊp 80	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
Thõa Phong cÊp 90	0	5	0	4			178				enemy069	0	0	0	0	0	30	30																																																																											
M«ng Cæ d­íi cÊp 50	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
M«ng Cæ cÊp 60	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
M«ng Cæ cÊp 70	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
M«ng Cæ cÊp 80	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
M«ng Cæ cÊp 90	0	5	4	4			419				enemy204	0	0	0	0	0	36	40																																																																											
S­¬ng §aod­íi cÊp 50	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
S­¬ng §ao cÊp 60	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
S­¬ng §ao cÊp 70	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
S­¬ng §ao cÊp 80	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
S­¬ng §ao cÊp 90	0	5	0	3			133				enemy024	0	0	0	0	0	30	30																																																																											
S­¬ng §ao (khu vùc s¬ cÊp) 	0	5	0	0			259				enemy150	0	0	0	0	0	24	36																																																																											
Phi Sa (khu vùc s¬ cÊp) 	0	5	0	0			192				enemy083	0	0	0	0	0	32	28																																																																											
S­¬ng Liªm (khu vùc s¬ cÊp) 	0	5	0	0			231				enemy122	0	0	0	0	0	35	35																																																																											
Thõa Phong (khu vùc s¬ cÊp) 	0	5	0	0			178				enemy069	0	0	0	0	0	21	36																																																																											
Thñy Quû (khu vùc s¬ cÊp) 	0	5	1	0			420				enemy205	0	0	0	0	0	36	40																																																																											
ThÇn Tý (khu vùc s¬ cÊp) 	0	5	3	0			194				enemy085	0	0	0	0	0	35	33																																																																											
Tranh H¸n (khu vùc s¬ cÊp) 	0	5	2	0			243				enemy134	0	0	0	0	0	30	30																																																																											
Ph¸ Lang (khu vùc s¬ cÊp	0	5	4	0			249				enemy140	0	0	0	0	0	28	30																																																																											
¶nh c«n (khu vùc s¬ cÊp) 	0	5	0	0			246				enemy137	0	0	0	0	0	36	39																																																																											
§ao Tö (khu vùc s¬ cÊp) 	0	5	0	0			244				enemy135	0	0	0	0	0	36	36																																																																											
Lang Bæng (khu vùc s¬ cÊp) 	0	5	0	0			238				enemy129	0	0	0	0	0	36	40																																																																											
H¾c C©n (khu vùc s¬ cÊp) 	0	5	0	0			245				enemy136	0	0	0	0	0	40	39																																																																											
