SkillName	Property	SkillId	Attrib	SkillStyle	SkillIcon	PreCastSpr	ManCastSnd	FMCastSnd	StateSpecialId	IsAura	LRSkill	NeedShadow	AttackRadius	MaxShadowNum	MslsGenerate	MslsGenerateData	CharClass	MisslesForm	ChildSkillId	ChildSkillLevel	ChildSkillNum	BaseSkill	CharAnimId	EventSkillLevel	IsMelee	WaitTime	ClientSend	SkillCostType	CostValue	TimePerCast	IsPhysical	TargetOnly	TargetEnemy	TargetAlly	TargetSelf	TargetObj	ByMissle	IsUseAR	StartEvent	StartSkillId	FlyEvent	FlySkillId	FlyEventTime	CollideEvent	CollidSkillId	VanishedEvent	VanishedSkillId	ReqLevel	MaxLevel	EqtLimit	HorseLimit	DoHurt	WeaponSkill	Param1	Param1Memo	Param2	Param2Memo	StopWhenMove	HeelAtParent	RelativePosType	PeaceCanUse	ShowEvent	LvlSetScript	LvlSetting1	LvlData1	LvlSetting2	LvlData2	LvlSetting3	LvlData3	LvlSetting4	LvlData4	LvlSetting5	LvlData5	LvlSetting6	LvlData6	LvlSetting7	LvlData7	LvlSetting8	LvlData8	LvlSetting9	LvlData9	LvlSetting10	LvlData10	LevelUpScript	SkillDesc	IsSkillPhysical	IsSkillMagic	IsSkillTrain
Hµn B¨ng ThÝch st	lzlsky301	70		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	3	6	28	-1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	\script\skill\tangmen.lua	colddamage_v	hanbing_ci	skill_cost_v	hanbing_ci	seriesdamage_p	hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		hanbing_ci		§­êng M«n §Æt BÉy. Uy lùc khã l­êng	0	1	0
L«I KÝch ThuËt	lzlsky301	71	304	0	\spr\Ui\skill\À×»÷Êõ.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	50	0	0	0	3	7	29	-1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	72	0	0	50	20	-2	1	0	0	0		0					0	0	\script\skill\tangmen.lua	lightingdamage_v	leiji_shu	stun_p	leiji_shu	skill_cost_v	leiji_shu	seriesdamage_p	leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		§­êng M«n §Æt BÉy. Uy lùc khã l­êng	0	1	0
L«I KÝch ThuËt st	lzlsky301	72		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\ÎåÀ×Õý·¨f.wav	0	0	2	0	0	0	3	5	3	6	30	-1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	1	50	0	0		0					0	0	\script\skill\tangmen.lua	lightingdamage_v	leiji_shu	stun_p	leiji_shu	skill_cost_v	leiji_shu	seriesdamage_p	leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		leiji_shu		§­êng M«n §Æt BÉy. Uy lùc khã l­êng	0	1	0
TiÓu Lý Phi §ao	lzlsky301	73	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_Ð¡Àî·Éµ¶.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	0	0	400	0	0	0	3	6	31	1	1	1	10	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	101	1	100	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	xiaoli_feidao	skill_cost_v	xiaoli_feidao	poisondamage_v	xiaoli_feidao	seriesdamage_p	xiaoli_feidao	skill_dohurt	xiaoli_feidao	skill_eventskilllevel	xiaoli_feidao	addskilldamage1	xiaoli_feidao		xiaoli_feidao		xiaoli_feidao		xiaoli_feidao		Chiªu thøc cao cÊp, tÊn c«ng chíp nho¸ng	1	0	0
Thiªn La §Þa Vâng	lzlsky301	74	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_43.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	520	0	0	0	3	5	32	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	1	75	0	0	60	20	102	0	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang	skill_eventskilllevel	tianluo_diwang	missle_speed_v	tianluo_diwang	skill_attackradius	tianluo_diwang	skill_cost_v	tianluo_diwang	poisondamage_v	tianluo_diwang	seriesdamage_p	tianluo_diwang	addskilldamage1	tianluo_diwang		tianluo_diwang		tianluo_diwang		§éc m«n ¸m khÝ, tÊn c«ng ®èi ph­¬ng rªn diÖn réng	1	0	0
Thiªn La §Þa Vâng st	lzlsky301	75		0			0	0	0	0	2	0	180	0	0	2	3	3	33	1	3	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		32					1	0	\script\skill\tangmen.lua	physicsenhance_p	tianluo_diwang1	missle_speed_v	tianluo_diwang1	skill_attackradius	tianluo_diwang1	seriesdamage_p	tianluo_diwang1		tianluo_diwang1		tianluo_diwang1		tianluo_diwang1		tianluo_diwang1		tianluo_diwang1		tianluo_diwang1		Doc Mon ky thuat, dung am khi tang Bang sat..	1	0	0
T¸n Hoa Tiªu	lzlsky301	76	1	0	\spr\Ui\skill\É¢»¨ïÚ.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	400	0	1	3	5	2	34	1	5	1	10	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	100	1	0	0	1		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	sanhua_biao	poisondamage_v	sanhua_biao	skill_cost_v	sanhua_biao	missle_speed_v	sanhua_biao	skill_attackradius	sanhua_biao	addskilldamage1	sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		sanhua_biao		Chiªu thøc cao cÊp, s¸t th­¬ng ¸m khÝ cùc kú lîi h¹i	1	0	0
T©m Nh·n	lzlsky301	77	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tm_13.spr				0	0	3	0	0	0	0	0	4	7	0	-1	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					0	0	\script\skill\tangmen.lua	attackspeed_v	xinyan	addphysicsdamage_p	xinyan	deadlystrikeenhance_p	xinyan	addcolddamage_v	xinyan	addpoisondamage_v	xinyan	poisonenhance_p	xinyan		xinyan		xinyan		xinyan		xinyan		TrÊn ph¸I t©m ph¸p, t¨ng kh¶ n¨ng sö dông ¸m khÝ chÝnh x¸c	0	0	0
NhiÕp Hån NguyÖt ¶nh	lzlsky301	78	1	0	\spr\Ui\skill\Òøµ¶ÉäÔÂ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	512	0	2	5	3	1	35	-1	1	1	10	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	1	79	0	0	80	0	101	1	35	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	shehun_yueying	skill_cost_v	shehun_yueying	poisondamage_v	shehun_yueying	seriesdamage_p	shehun_yueying	skill_skillexp_v	shehun_yueying	deadlystrike_p	shehun_yueying	missle_speed_v	shehun_yueying	skill_eventskilllevel	shehun_yueying		shehun_yueying		shehun_yueying		Chiªu thøc cao cÊp, h¹ thñ v« h×nh, cÇn trang bÞ phi ®ao	1	0	1
Ng©n §ao X¹ NguyÖt	lzlsky301	79	1	0	\spr\Ui\skill\Òøµ¶ÉäÔÂ.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	0	0	0	0	0	0	400	0	0	0	3	7	36	-1	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	101	1	0	0	0		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	yindao_sheyue	seriesdamage_p	shehun_yueying		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		yindao_sheyue		Chiªu thøc cao cÊp, dïng ¸m khÝ t©n c«ng ®èi ph­¬ng trªn diÖn réng 	1	0	0
B¹o Vò Lª Hoa	lzlsky301	80	303	0	\spr\Ui\skill\±©ÓêÀæ»¨.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	470	0	0	0	3	6	37	-1	1	1	10	1	0	5	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	81	30	0	0	0	0	80	0	102	0	65	0	1		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	baoyu_lihua	skill_cost_v	baoyu_lihua	missle_lifetime_v	baoyu_lihua	seriesdamage_p	baoyu_lihua	skill_skillexp_v	baoyu_lihua	skill_eventskilllevel	baoyu_lihua	poisondamage_v	baoyu_lihua	skill_attackradius	baoyu_lihua		baoyu_lihua		baoyu_lihua		Doc mon am khi, dung am khi sat thuong tren dien rong.	1	0	1
Truy Tinh Tróc DiÖn	lzlsky301	81	1	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_tr_21.spr		\sound\skill\sound_k004.wav	\sound\skill\sound_k009.wav	0	0	2	0	400	0	1	0	4	3	38	-1	8	1	11	0	0	9	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	20	-2	0	0	0	1		-30					0	0	\script\skill\tangmen.lua	poisondamage_v	zhuixing_zhudian	seriesdamage_p	zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		zhuixing_zhudian		Thien Nhan  trung cap chieu thuc, sat thuong tren dien rong.	0	1	0
Cöu Cung Phi Tinh	lzlsky301	82	1	0	\spr\Ui\skill\¾Å¹¬·ÉÐÇ.spr		\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	420	0	5	2	3	2	39	-1	5	1	10	1	0	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	80	0	100	1	0	0	1		0					0	0	\script\skill\tangmen.lua	physicsenhance_p	jiugong_feixing	seriesdamage_p	jiugong_feixing	skill_eventskilllevel	jiugong_feixing1	missle_speed_v	jiugong_feixing	skill_skillexp_v	jiugong_feixing	skill_cost_v	jiugong_feixing	poisondamage_v	jiugong_feixing	deadlystrike_p	jiugong_feixing		jiugong_feixing		jiugong_feixing		Chiªu thøc tèi cao, s¸t th­¬ng phi tiªu trªn diÖn réng 	1	0	1
Lo¹n Hoµn KÝch	lzlsky301	83	304	0	\spr\Ui\skill\ÎåÐÐÏÝÚå.spr		\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	120	0	5	0	3	5	40	1	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	84	100	20	-2	1	0	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\updm.lua	Cam bay toi cao, giam phai kho bao toan sinh mang.	0	1	0
Lo¹n Hoµn KÝch st	lzlsky301	84		0			\sound\skill\ÎåÀ×Õý·¨m.wav	\sound\skill\???¡Á??¡¤¡§f.wav	0	0	2	0	0	0	3	5	5	6	41	1	4	1	11	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	-2	1	100	0	0		0					0	0	\script\skill\tangmen.lua	firedamage_v	luanhuan_ji	poisondamage_v	luanhuan_ji	physicsdamage_v	luanhuan_ji	colddamage_v	luanhuan_ji	lightingdamage_v	luanhuan_ji	stun_p	luanhuan_ji	skill_cost_v	luanhuan_ji		luanhuan_ji		luanhuan_ji		luanhuan_ji	\script\skill\updm.lua	Chieu thuc toi cao, Loi sat tren dien rong.	0	1	0
§éc Sa Ch­ëng	lzlsky301	85	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_01.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	280	0	0	0	3	1	42	1	1	1	11	1	0	5	0	0	0	2	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	dusha_zhang	missle_speed_v	dusha_zhang	skill_eventskilllevel	dusha_zhang	skill_cost_v	dusha_zhang	seriesdamage_p	dusha_zhang	addskilldamage1	dusha_zhang	addskilldamage2	dusha_zhang		dusha_zhang		dusha_zhang		dusha_zhang		Ngò §éc vâ c«ng nhËp m«n, s¸t th­¬ng ®èi ph­¬ng ®¬n lÏe4	0	1	0
HuyÕt §ao §éc S¸t	lzlsky301	86	2	0	\spr\Ui\skill\Ñªµ¶¶¾É±.spr		\sound\skill\sound_k002.wav	\sound\skill\sound_k007.wav	0	0	0	0	400	0	0	0	3	1	43	0	1	1	10	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	xuedao_dusha	poisondamage_v	xuedao_dusha	missle_speed_v	xuedao_dusha	skill_attackradius	xuedao_dusha	skill_cost_v	xuedao_dusha	seriesdamage_p	xuedao_dusha	skill_eventskilllevel	xuedao_dusha	addskilldamage1	xuedao_dusha	addskilldamage2	xuedao_dusha		xuedao_dusha		Ngò §éc t4rung cÊp chiªu thøc, dïng ®éc tÊn c«ng ®èi ph­¬ng ®¬n lÎ	1	0	0
Ngò §éc Ch­ëng Ph¸p	lzlsky301	87	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_zf.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	addpoisonmagic_v	wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		wudu_zhangfa		Ch­ëng ph¸p nhËp m«n, t¨ng hiÖu qu¶ sö dông ®éc	0	0	0
Ngò §éc §ao Ph¸p	lzlsky301	88	11	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_df.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	1	0	0	0	0		0					1	0	\script\skill\wudu.lua	addphysicsdamage_p	wudu_daofa	deadlystrikeenhance_p	wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		wudu_daofa		T¨ng hiÖu qu¶ sö dông ®ao	0	0	0
C÷u Thiªn Cuång L«i	lzlsky301	89	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_13.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			9	0	2	0	400	0	0	0	3	6	44	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	lightingres_p	jiutian_kuanglei	skill_cost_v	jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		jiutian_kuanglei		Tµ m«n chó thuËt, khiÕn ®èi ph­¬ng trªn diÖn réng gi¶m kh¶ n¨ng phßng l«iphong Loi.	0	0	0
XÝch DiÖm Thùc Thiªn	lzlsky301	90	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_23.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			10	0	2	0	400	0	0	0	3	6	44	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	fireres_p	chiyan_shitian	skill_cost_v	chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		chiyan_shitian		MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng háa	0	0	0
TËp Nan D­îc Kinh	lzlsky301	91	21	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_12.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisonres_p	zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		zanan_yaojing		Dïng ®éc t©m ph¸p, t¨ng hiÖu qu¶ kh¸ng ®éc	0	0	0
U Minh Kh« L©u	lzlsky301	92	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_21.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k003.wav	\sound\skill\sound_k008.wav	0	0	0	0	400	0	0	0	3	1	45	0	1	1	11	1	0	5	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	1	0	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	youming_kulou	missle_speed_v	youming_kulou	skill_attackradius	youming_kulou	skill_cost_v	youming_kulou	seriesdamage_p	youming_kulou	skill_eventskilllevel	youming_kulou	addskilldamage1	youming_kulou		youming_kulou		youming_kulou		youming_kulou		Trung cÊp chiªu thøc, Ho¶ s¸t cùc cao	0	1	0
B¸ch §éc Xuyªn T©m	lzlsky301	93	401	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_43.spr		\sound\skill\sound_k001.wav	\sound\skill\sound_k006.wav	0	0	0	0	180	0	0	0	4	1	46	0	1	1	10	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	1	0	0	0	0		64		0		2	0	0	\script\skill\wudu.lua	physicsenhance_p	baidu_chuanxin	poisondamage_v	baidu_chuanxin	missle_speed_v	baidu_chuanxin	skill_eventskilllevel	baidu_chuanxin	skill_cost_v	baidu_chuanxin	seriesdamage_p	baidu_chuanxin	addskilldamage1	baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		baidu_chuanxin		Ngò ®éc ®ao ph¸p, §éc s¸t rÊt lîi h¹i 	1	0	0
B¨ng Lam HuyÒn Tinh	lzlsky301	94	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_02.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			8	0	2	0	400	0	0	0	3	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	coldres_p	binglan_xuanjing	skill_cost_v	binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		binglan_xuanjing		MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng b¨ng	0	0	0
V« H×nh §éc	lzlsky301	95	400	2	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_22.spr				6	1	2	0	500	0	0	0	3	1	96	1	1	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisondamage_v	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		§éc m«n t©m ph¸p, s¸t th­¬ng cïng lóc nhiÒu ®èi ph­¬ng	0	1	0
Vßng V« H×nh §éc	lzlsky301	96		0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_22.spr				6	0	2	0	300	0	0	0	3	7	47	0	1	1	14	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	30	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisondamage_v	wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu		wuxing_gu			0	1	0
Xuyªn Y Ph¸ Gi¸p	lzlsky301	97	12	0	\spr\Ui\skill\´©ÒÂÆÆ¼×.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			54	0	2	0	440	0	0	0	3	6	44	-1	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					0	0	\script\skill\wudu.lua	physicsres_p	chuanyi_pojia	skill_cost_v	chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		chuanyi_pojia		MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng thñ vËt lý 	0	0	0
V¹n §éc Thùc T©m	lzlsky301	98	12	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_33.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			7	0	2	0	500	0	0	0	3	6	44	0	1	1	11	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisontimereduce_p	wangu_shixin	skill_cost_v	wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		wangu_shixin		Tµ m«n chó thuËt, khiÕn ®èi ph­¬ng trªn diÖn réng gi¶m kh¶ n¨ng phßng ®éc	0	0	0
Xuyªn T©m §éc ThÝch	lzlsky301	99	32	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_32.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr			11	0	2	0	500	0	0	0	3	6	44	0	1	1	11	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	20	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	poisonres_p	chuanxin_duci	skill_cost_v	chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		chuanxin_duci		MËt m«n ®éc d­îc, khiÕn ®èi ph­¬ng gi¶m kh¶ n¨ng phßng ®éc	0	0	0
Ngò §éc Kú Kinh	lzlsky301	100	22	3	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_42.spr				0	0	3	0	0	0	0	0	3	7	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	-2	0	0	0	0		0					1	0	\script\skill\wudu.lua	addpoisondamage_v	wudu_qijing	addpoisonmagic_v	wudu_qijing	poisonenhance_p	wudu_qijing	deadlystrikeenhance_p	wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		wudu_qijing		Dïng ®éc t©m ph¸p, t¨ng tèc ®é §éc s¸t	0	0	0
Thiªn C­¬ng §Þa S¸t	lzlsky301	101	2	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_31.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	360	0	0	0	3	6	48	0	1	1	11	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	-2	1	70	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	tiangang_disha	skill_eventskilllevel	tiangang_disha	skill_cost_v	tiangang_disha	seriesdamage_p	tiangang_disha	addskilldamage1	tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		tiangang_disha		Ngò ®éc chiªu thøc cao cÊp, s¸t th­¬ng §éc trªn diÖn réng	0	1	0
Chu CÊp Thanh Minh	lzlsky301	102	401	0	\spr\Ui\¼¼ÄÜÍ¼±ê\icon_sk_wd_41.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\sound_k005.wav	\sound\skill\sound_k010.wav	0	0	0	0	400	0	2	9	3	1	49	-1	2	1	10	1	0	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	20	1	0	10	0	0		0					0	0	\script\skill\wudu.lua	physicsenhance_p	zhuha_qingming	poisondamage_v	zhuha_qingming	skill_eventskilllevel	zhuha_qingming	missle_speed_v	zhuha_qingming	skill_attackradius	zhuha_qingming	skill_cost_v	zhuha_qingming	seriesdamage_p	zhuha_qingming	addskilldamage1	zhuha_qingming		zhuha_qingming		zhuha_qingming		Chiªu thøc cao cÊp, ®éc s¸t cùc kú lîi h¹i	1	0	0
¢m Phong Thùc Cèt	lzlsky301	103	402	0	\spr\Ui\skill\Òõ·çÊ´¹Ç.spr	\spr\skill\Îå¶¾½Ì\wdu_13_Ä§·¨Ê©·Å.spr	\sound\skill\Ììî¸µØÉ·ÊÖm.wav	\sound\skill\?¨¬?????¡¤??f.wav	0	0	0	0	480	0	5	4	3	6	50	0	1	1	11	1	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	104	80	0	-2	1	30	0	0		0					0	0	\script\skill\wudu.lua	poisondamage_v	yinfeng_shigu	seriesdamage_p	yinfeng_shigu	skill_cost_v	yinfeng_shigu	skill_eventskilllevel	yinfeng_shigu	stunenhance_p	yinfeng_shigu	skill_skillexp_v	yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		yinfeng_shigu		Ch­ëng ph¸p tèi cao, hiÖu qu¶ s¸t th­¬ng cùc cao	0	1	1
