szName	nItemGenre	nDetailType	szImageName	nObjIdx	nWidth	nHeight	szIntro	Coin	IsUse	IsTrade	IsThrow	nMaxStack
Anh Hïng LÖnh (cÊp 2)	4	259	\spr\item\questkey\006.spr	41	1	1	Nguyªn liÖu dïng ®Ó n©ng cÊp Anh Hïng LÖnh (cÊp 3)	100	0	1	0	50
Anh Hïng LÖnh (cÊp 3)	4	260	\spr\item\questkey\006.spr	41	1	1	Nguyªn liÖu dïng ®Ó n©ng cÊp Anh Hïng LÖnh (cÊp 4)	100	0	1	0	50
Anh Hïng LÖnh (cÊp 4)	4	261	\spr\item\questkey\006.spr	41	1	1	Nguyªn liÖu dïng ®Ó n©ng cÊp Anh Hïng LÖnh (cÊp 5)	100	0	1	0	50
Anh Hïng LÖnh (cÊp 5)	4	262	\spr\item\questkey\006.spr	41	1	1	Cã thÓ sö dông b»ng chuét ph¶i nhËn ®­îc mét sè kinh nghiÖm	100	0	1	0	50
Anh Hïng LÖnh (cÊp 6)	4	263	\spr\item\questkey\006.spr	41	1	1	Cã thÓ sö dông b»ng chuét ph¶i nhËn ®­îc mét sè kinh nghiÖm	100	0	1	0	50
Anh Hïng LÖnh (cÊp 7)	4	264	\spr\item\questkey\006.spr	41	1	1	Cã thÓ sö dông b»ng chuét ph¶i nhËn ®­îc sè l­îng lín kinh nghiÖm	100	0	1	0	50
Anh Hïng LÖnh (cÊp 8)	4	265	\spr\item\questkey\006.spr	41	1	1	Cã thÓ sö dông b»ng chuét ph¶i nhËn ®­îc sè l­îng lín kinh nghiÖm	100	0	1	0	50
Manh HiÖp Cèt ThiÕt HuyÕt Sam (1/4)	4	266	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ThiÕt HuyÕt Sam.	80	0	1	0	0
Manh HiÖp Cèt ThiÕt HuyÕt Sam (2/4)	4	267	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ThiÕt HuyÕt Sam.	80	0	1	0	0
Manh HiÖp Cèt ThiÕt HuyÕt Sam (3/4)	4	268	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ThiÕt HuyÕt Sam.	80	0	1	0	0
Manh HiÖp Cèt ThiÕt HuyÕt Sam (4/4)	4	269	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ThiÕt HuyÕt Sam.	80	0	1	0	0
Manh HiÖp Cèt §a T×nh Hoµn (1/4)	4	270	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §a T×nh Hoµn.	60	0	1	0	0
Manh HiÖp Cèt §a T×nh Hoµn (2/4)	4	271	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §a T×nh Hoµn.	60	0	1	0	0
Manh HiÖp Cèt §a T×nh Hoµn (3/4)	4	272	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §a T×nh Hoµn.	60	0	1	0	0
Manh HiÖp Cèt §a T×nh Hoµn (4/4)	4	273	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §a T×nh Hoµn.	60	0	1	0	0
Manh HiÖp Cèt T×nh ı KÕt (1/4)	4	274	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi T×nh ı KÕt.	60	0	1	0	0
Manh HiÖp Cèt T×nh ı KÕt (2/4)	4	275	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi T×nh ı KÕt.	60	0	1	0	0
Manh HiÖp Cèt T×nh ı KÕt (3/4)	4	276	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi T×nh ı KÕt.	60	0	1	0	0
Manh HiÖp Cèt T×nh ı KÕt (4/4)	4	277	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi T×nh ı KÕt.	60	0	1	0	0
Manh HiÖp Cèt §an T©m Giíi (1/4)	4	278	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §an T©m Giíi.	60	0	1	0	0
Manh HiÖp Cèt §an T©m Giíi (2/4)	4	279	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §an T©m Giíi.	60	0	1	0	0
Manh HiÖp Cèt §an T©m Giíi (3/4)	4	280	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §an T©m Giíi.	60	0	1	0	0
Manh HiÖp Cèt §an T©m Giíi (4/4)	4	281	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §an T©m Giíi.	60	0	1	0	0
Manh Nhu T×nh Thôc N÷ H¹ng Liªn (1/4)	4	282	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thôc N÷ H¹ng Liªn.	70	0	1	0	0
Manh Nhu T×nh Thôc N÷ H¹ng Liªn (2/4)	4	283	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thôc N÷ H¹ng Liªn.	70	0	1	0	0
Manh Nhu T×nh Thôc N÷ H¹ng Liªn (3/4)	4	284	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thôc N÷ H¹ng Liªn.	70	0	1	0	0
Manh Nhu T×nh Thôc N÷ H¹ng Liªn (4/4)	4	285	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thôc N÷ H¹ng Liªn.	70	0	1	0	0
Manh Nhu T×nh Phông Nghi Giíi ChØ (1/4)	4	286	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Phông Nghi Giíi ChØ.	80	0	1	0	0
Manh Nhu T×nh Phông Nghi Giíi ChØ (2/4)	4	287	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Phông Nghi Giíi ChØ.	80	0	1	0	0
Manh Nhu T×nh Phông Nghi Giíi ChØ (3/4)	4	288	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Phông Nghi Giíi ChØ.	80	0	1	0	0
Manh Nhu T×nh Phông Nghi Giíi ChØ (4/4)	4	289	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Phông Nghi Giíi ChØ.	80	0	1	0	0
Manh Nhu T×nh TuÖ T©m Ngäc Béi (1/4)	4	290	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi TuÖ T©m Ngäc Béi.	50	0	1	0	0
Manh Nhu T×nh TuÖ T©m Ngäc Béi (2/4)	4	291	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi TuÖ T©m Ngäc Béi.	50	0	1	0	0
Manh Nhu T×nh TuÖ T©m Ngäc Béi (3/4)	4	292	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi TuÖ T©m Ngäc Béi.	50	0	1	0	0
Manh Nhu T×nh TuÖ T©m Ngäc Béi (4/4)	4	293	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi TuÖ T©m Ngäc Béi.	50	0	1	0	0
Manh Nhu T×nh C©n Quèc Nghª Th­êng (1/4)	4	294	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi C©n Quèc Nghª Th­êng.	200	0	1	0	0
Manh Nhu T×nh C©n Quèc Nghª Th­êng (2/4)	4	295	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi C©n Quèc Nghª Th­êng.	200	0	1	0	0
Manh Nhu T×nh C©n Quèc Nghª Th­êng (3/4)	4	296	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi C©n Quèc Nghª Th­êng.	200	0	1	0	0
Manh Nhu T×nh C©n Quèc Nghª Th­êng (4/4)	4	297	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi C©n Quèc Nghª Th­êng.	200	0	1	0	0
Manh §Şnh Quèc Thanh Sa Tr­êng Sam (1/4)	4	298	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thanh Sa Tr­êng Sam.	200	0	1	0	0
Manh §Şnh Quèc Thanh Sa Tr­êng Sam (2/4)	4	299	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thanh Sa Tr­êng Sam.	200	0	1	0	0
Manh §Şnh Quèc Thanh Sa Tr­êng Sam (3/4)	4	300	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thanh Sa Tr­êng Sam.	200	0	1	0	0
Manh §Şnh Quèc Thanh Sa Tr­êng Sam (4/4)	4	301	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Thanh Sa Tr­êng Sam.	200	0	1	0	0
Manh §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa (1/4)	4	302	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Xİch Quyªn NhuyÔn Ngoa.	100	0	1	0	0
Manh §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa (2/4)	4	303	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Xİch Quyªn NhuyÔn Ngoa.	100	0	1	0	0
Manh §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa (3/4)	4	304	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Xİch Quyªn NhuyÔn Ngoa.	100	0	1	0	0
Manh §Şnh Quèc Xİch Quyªn NhuyÔn Ngoa (4/4)	4	305	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Xİch Quyªn NhuyÔn Ngoa.	100	0	1	0	0
Manh §Şnh Quèc Tö §»ng Hé uyÓn (1/4)	4	306	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tö §»ng Hé UyÓn.	150	0	1	0	0
Manh §Şnh Quèc Tö §»ng Hé uyÓn (2/4)	4	307	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tö §»ng Hé UyÓn.	150	0	1	0	0
Manh §Şnh Quèc Tö §»ng Hé uyÓn (3/4)	4	308	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tö §»ng Hé UyÓn.	150	0	1	0	0
Manh §Şnh Quèc Tö §»ng Hé uyÓn (4/4)	4	309	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tö §»ng Hé UyÓn.	150	0	1	0	0
Manh §Şnh Quèc Ng©n Tµm Yªu ®¸i (1/4)	4	310	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Ng©n Tµm Yªu ®¸i.	200	0	1	0	0
Manh §Şnh Quèc Ng©n Tµm Yªu ®¸i (2/4)	4	311	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Ng©n Tµm Yªu ®¸i.	200	0	1	0	0
Manh §Şnh Quèc Ng©n Tµm Yªu ®¸i (3/4)	4	312	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Ng©n Tµm Yªu ®¸i.	200	0	1	0	0
Manh §Şnh Quèc Ng©n Tµm Yªu ®¸i (4/4)	4	313	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Ng©n Tµm Yªu ®¸i.	200	0	1	0	0
Manh §Şnh Quèc ¤ Sa Ph¸t Qu¸n (1/4)	4	314	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ¤ Sa Ph¸t Qu¸n.	150	0	1	0	0
Manh §Şnh Quèc ¤ Sa Ph¸t Qu¸n (2/4)	4	315	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ¤ Sa Ph¸t Qu¸n.	150	0	1	0	0
Manh §Şnh Quèc ¤ Sa Ph¸t Qu¸n (3/4)	4	316	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ¤ Sa Ph¸t Qu¸n.	150	0	1	0	0
Manh §Şnh Quèc ¤ Sa Ph¸t Qu¸n (4/4)	4	317	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi ¤ Sa Ph¸t Qu¸n.	150	0	1	0	0
Manh An Bang Tinh Th¹ch H¹ng Liªn (1/4)	4	318	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tinh Th¹ch H¹ng Liªn.	300	0	1	0	0
Manh An Bang Tinh Th¹ch H¹ng Liªn (2/4)	4	319	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tinh Th¹ch H¹ng Liªn.	300	0	1	0	0
Manh An Bang Tinh Th¹ch H¹ng Liªn (3/4)	4	320	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tinh Th¹ch H¹ng Liªn.	300	0	1	0	0
Manh An Bang Tinh Th¹ch H¹ng Liªn (4/4)	4	321	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Tinh Th¹ch H¹ng Liªn.	300	0	1	0	0
Manh An Bang Cóc Hoa Th¹ch ChØ Hoµn (1/4)	4	322	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Cóc Hoa Th¹ch ChØ Hoµn.	250	0	1	0	0
Manh An Bang Cóc Hoa Th¹ch ChØ Hoµn (2/4)	4	323	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Cóc Hoa Th¹ch ChØ Hoµn.	250	0	1	0	0
Manh An Bang Cóc Hoa Th¹ch ChØ Hoµn (3/4)	4	324	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Cóc Hoa Th¹ch ChØ Hoµn.	250	0	1	0	0
Manh An Bang Cóc Hoa Th¹ch ChØ Hoµn (4/4)	4	325	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Cóc Hoa Th¹ch ChØ Hoµn.	250	0	1	0	0
Manh An Bang §iÒn Hoµng Th¹ch Ngäc Béi (1/4)	4	326	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §iÒn Hoµng Th¹ch Ngäc Béi.	200	0	1	0	0
Manh An Bang §iÒn Hoµng Th¹ch Ngäc Béi (2/4)	4	327	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §iÒn Hoµng Th¹ch Ngäc Béi.	200	0	1	0	0
Manh An Bang §iÒn Hoµng Th¹ch Ngäc Béi (3/4)	4	328	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §iÒn Hoµng Th¹ch Ngäc Béi.	200	0	1	0	0
Manh An Bang §iÒn Hoµng Th¹ch Ngäc Béi (4/4)	4	329	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi §iÒn Hoµng Th¹ch Ngäc Béi.	200	0	1	0	0
Manh An Bang Kª HuyÕt Th¹ch Giíi ChØ (1/4)	4	330	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Kª HuyÕt Th¹ch Giíi ChØ.	250	0	1	0	0
Manh An Bang Kª HuyÕt Th¹ch Giíi ChØ (2/4)	4	331	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Kª HuyÕt Th¹ch Giíi ChØ.	250	0	1	0	0
Manh An Bang Kª HuyÕt Th¹ch Giíi ChØ (3/4)	4	332	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Kª HuyÕt Th¹ch Giíi ChØ.	250	0	1	0	0
Manh An Bang Kª HuyÕt Th¹ch Giíi ChØ (4/4)	4	333	\spr\item\citydefence\smallfragment.spr	347	1	1	Mang ®ñ 4 m¶nh ®Õn NPC Hµng Rong ®Ó ®æi Kª HuyÕt Th¹ch Giíi ChØ.	250	0	1	0	0
 Cuén ChØ 	4	334	\spr\event\khantay\cuonchi.spr	41	1	1	"Nguyªn liÖu ®Ó may Kh¨n Tay, NPC TiÓu Ph­¬ng ë Ba L¨ng HuyÖn biÕt c¸ch may"	1	0	1	0	50
V¶i Lôa	4	335	\spr\event\khantay\vailua.spr	41	1	1	"Nguyªn liÖu ®Ó may Kh¨n Tay, NPC TiÓu Ph­¬ng ë Ba L¨ng HuyÖn biÕt c¸ch may"	1	0	1	0	50
Kh¨n Tay Thªu Hoa	4	336	\spr\event\khantay\khantay.spr	349	1	1	ChiÕc kh¨n tay thªu hoa v¨n cùc ®Ñp m¾t	1	0	1	0	50
R­¬ng Quµ Facebook	4	337	\spr\event\khantay\ruongthanbi.spr	41	1	1	Bªn trong cã phÇn th­ëng dµnh cho ng­êi ch¬i like Fanpage	1	1	0	0	0
Thiªn Niªn TuyÕt Liªn (tiÓu)	4	338	\spr\item\tuyetlien.spr	41	1	1	"Lo¹i hoa c¸nh tr¾ng vµng, nhôy ®á tİm mäc trªn tuyÕt tr¾ng<enter>Lµ lo¹i thuèc c¶i tö hoµn sinh vµ t¨ng c­êng c«ng lùc."	1	1	0	0	0
Tói H¹t Gièng ThÇn Kú (nhá)	4	339	\spr\item\tuihong.spr	41	1	1	Bªn trong cã chøa h¹t gièng c©y thÇn kú (nhá)	400	1	0	0	0
H¹t Hoa Hång	4	340	\spr\item\questkey\seed_rose.spr	380	1	1	NhÊn chuét ph¶i ®Ó trång c©y hoa hång.	15	1	0	0	0
Gi¶i Oan Ch©n Kinh	4	341	\spr\item\questkey\obj_item_lection.spr	41	1	1	Sau khi sö dông sÏ ®­îc gi¶m 1 ®iÓm PK	400	1	0	0	0
(Tèng Kim) Tr­êng MÖnh Hoµn	4	342	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, sinh mÖnh t¨ng 500 ®iÓm."	500	1	1	0	10
(Tèng Kim) Gia Bµo Hoµn	4	343	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, tèc ®é di chuyÓn t¨ng 20%"	500	1	1	0	10
(Tèng Kim) Cao ThiÓm Hoµn	4	344	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, nĞ tr¸nh t¨ng 500 ®iÓm."	500	1	1	0	10
(Tèng Kim) Cao Trung Hoµn	4	345	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, ®é chİnh x¸c t¨ng 500 ®iÓm."	500	1	1	0	10
(Tèng Kim) Phi Tèc Hoµn	4	346	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, tèc ®é c«ng kİch t¨ng 30%."	500	1	1	0	10
(Tèng Kim) Phæ Phßng Hoµn	4	347	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng Ngù t¨ng 30%."	500	1	1	0	10
(Tèng Kim) B¨ng Phßng Hoµn	4	348	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng B¨ng t¨ng 30%."	500	1	1	0	10
(Tèng Kim) L«i Phßng Hoµn	4	349	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng L«i t¨ng 30%."	500	1	1	0	10
(Tèng Kim) Háa Phßng Hoµn	4	350	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng Háa t¨ng 30%."	500	1	1	0	10
(Tèng Kim) §éc Phßng Hoµn	4	351	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, phßng §éc t¨ng 30%."	500	1	1	0	10
(Tèng Kim) §¹i Lùc Hoµn	4	352	\spr\item\medecine\obj-potion15.spr	19	1	1	"Néi trong 3 phót, S¸t th­¬ng vËt lı ngo¹i c«ng t¨ng 50 ®iÓm."	500	1	1	0	10
 (Tèng Kim) ChiÕn Cæ 	4	353	\spr\item\songjin\wardrum.spr	19	1	1	"Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 30% Sinh lùc+ Phßng thñ"	800	1	1	0	10
(Tèng Kim) LÖnh Bµi	4	354	\spr\item\songjin\token.spr	19	1	1	"Néi trong 3 phót, ®ång ®éi xung quanh t¨ng 20% di chuyÓn, xuÊt chiªu t¨ng 30%."	800	1	1	0	10
B¸nh trung thu th­êng	4	355	\spr\item\vietnam\midautumn06\mooncake_1.spr	430	1	1	Sö dông sÏ t¨ng 20 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
B¸nh trung thu ®Ëu xanh	4	356	\spr\item\vietnam\midautumn06\mooncake_2.spr	430	1	1	Sö dông sÏ t¨ng 40 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
B¸nh trung thu nh©n trøng	4	357	\spr\item\vietnam\midautumn06\mooncake_3.spr	430	1	1	Sö dông sÏ t¨ng 30 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
B¸nh trung thu ®Æc biÖt	4	358	\spr\item\vietnam\midautumn06\mooncake_4.spr	430	1	1	Sö dông sÏ t¨ng 500 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
B¸nh trung thu h¹t sen	4	359	\spr\item\vietnam\midautumn06\mooncake_5.spr	430	1	1	Sö dông sÏ t¨ng 100 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
B¸nh trung thu con heo	4	360	\spr\item\vietnam\midautumn06\mooncake_6.spr	430	2	1	Sö dông sÏ t¨ng 1000 v¹n ®iÓm kinh nghiÖm (§Õn 09/09/2013 hÕt h¹n)	0	1	1	0	50
Lång ®Ìn b­¬m b­ím	4	361	\spr\item\vietnam\midautumn06\lantern_yello.spr	451	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	0	10
Lång ®Ìn ng«i sao	4	362	\spr\item\vietnam\midautumn06\lantern_blue.spr	452	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	0	10
Lång ®Ìn èng	4	363	\spr\item\vietnam\midautumn06\lantern_green.spr	453	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	0	10
Lång ®Ìn trßn	4	364	\spr\item\vietnam\midautumn06\lantern_red.spr	454	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	0	10
Lång ®Ìn c¸ chĞp	4	365	\spr\item\vietnam\midautumn06\lantern_orange.spr	455	1	1	<color=blue>Lång ®Ìn ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	1	0	10
Lång ®Ìn kĞo qu©n	4	366	\spr\item\vietnam\midautumn06\lantern_full.spr	456	2	2	<color=red>Lång ®Ìn ®Æc biÖt ngµy trung thu<color><enter>Treo lªn sÏ nhËn ®­îc rÊt nhiÒu ®iÓm kinh nghiÖm tïy theo ®¼ng cÊp	0	1	0	0	0
Manh tranh V©n Du 1	4	367	\spr\item\vietnam\midautumn06\yunyou_1.spr	351	1	2	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
Manh tranh V©n Du 2	4	368	\spr\item\vietnam\midautumn06\yunyou_2.spr	351	1	2	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
Manh tranh V©n Du 3	4	369	\spr\item\vietnam\midautumn06\yunyou_3.spr	351	2	1	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
Manh tranh V©n Du 4	4	370	\spr\item\vietnam\midautumn06\yunyou_4.spr	351	1	2	Mét m¶nh tranh V©n Du mµ Hoa viªn ngo¹i t¹i L©m An ®ang t×m.	0	0	1	0	0
